treat,anyhelp,bystander,femprop,station1,team
"Imm w/ Hijab, Progressive Att",1,3,.33333334,D<9f>sseldorf,Team 4
Imm w/o Hijab,1,2,0,D<9f>sseldorf,Team 4
German,1,2,.5,D<9f>sseldorf,Team 4
Imm w/o Hijab,1,4,.25,D<9f>sseldorf,Team 4
German,1,2,.5,D<9f>sseldorf,Team 4
Imm w/o Hijab,1,1,1,D<9f>sseldorf,Team 4
German,0,2,.5,D<9f>sseldorf,Team 4
"Imm w/ Hijab, Progressive Att",1,4,.75,D<9f>sseldorf,Team 4
German,1,5,.80000001,D<9f>sseldorf,Team 4
Imm w/o Hijab,0,3,1,D<9f>sseldorf,Team 4
"Imm w/ Hijab, Neutral Att",1,4,.5,D<9f>sseldorf,Team 4
"Imm w/ Hijab, Neutral Att",0,5,.40000001,D<9f>sseldorf,Team 4
German,1,2,1,D<9f>sseldorf,Team 4
"Imm w/ Hijab, Conservative Att",1,4,.25,D<9f>sseldorf,Team 4
German,1,2,0,D<9f>sseldorf,Team 4
Imm w/o Hijab,1,2,1,D<9f>sseldorf,Team 4
"Imm w/ Hijab, Conservative Att",0,2,1,D<9f>sseldorf,Team 4
"Imm w/ Hijab, Progressive Att",1,2,.5,D<9f>sseldorf,Team 4
Imm w/o Hijab,0,2,.5,D<9f>sseldorf,Team 4
"Imm w/ Hijab, Progressive Att",0,5,.40000001,D<9f>sseldorf,Team 4
Imm w/o Hijab,0,1,1,M<9a>nchengladbackh,Team 4
"Imm w/ Hijab, Conservative Att",0,2,.5,M<9a>nchengladbackh,Team 4
Imm w/o Hijab,1,2,.5,M<9a>nchengladbackh,Team 4
Imm w/o Hijab,1,2,.5,M<9a>nchengladbackh,Team 4
Imm w/o Hijab,1,4,.5,M<9a>nchengladbackh,Team 4
Imm w/o Hijab,1,3,.33333334,M<9a>nchengladbackh,Team 4
Imm w/o Hijab,0,1,0,M<9a>nchengladbackh,Team 4
Imm w/o Hijab,1,2,.5,M<9a>nchengladbackh,Team 4
Imm w/o Hijab,0,3,.33333334,M<9a>nchengladbackh,Team 4
German,1,2,0,M<9a>nchengladbackh,Team 4
Imm w/o Hijab,1,2,.5,M<9a>nchengladbackh,Team 4
German,1,2,.5,M<9a>nchengladbackh,Team 4
Imm w/o Hijab,0,1,1,M<9a>nchengladbackh,Team 4
German,1,2,.5,M<9a>nchengladbackh,Team 4
Imm w/o Hijab,1,2,.5,M<9a>nchengladbackh,Team 4
"Imm w/ Hijab, Conservative Att",1,5,0,M<9a>nchengladbackh,Team 4
"Imm w/ Hijab, Neutral Att",0,3,1,M<9a>nchengladbackh,Team 4
"Imm w/ Hijab, Progressive Att",1,2,.5,M<9a>nchengladbackh,Team 4
Imm w/o Hijab,1,1,1,M<9a>nchengladbackh,Team 4
"Imm w/ Hijab, Conservative Att",1,2,.5,M<9a>nchengladbackh,Team 4
Imm w/o Hijab,1,2,.5,M<9a>nchengladbackh,Team 4
"Imm w/ Hijab, Progressive Att",1,2,.5,M<9a>nchengladbackh,Team 4
Imm w/o Hijab,1,3,.33333334,M<9a>nchengladbackh,Team 4
"Imm w/ Hijab, Conservative Att",0,3,.33333334,M<9a>nchengladbackh,Team 4
"Imm w/ Hijab, Progressive Att",1,2,1,M<9a>nchengladbackh,Team 4
German,1,2,0,M<9a>nchengladbackh,Team 4
"Imm w/ Hijab, Neutral Att",1,3,.33333334,M<9a>nchengladbackh,Team 4
Imm w/o Hijab,0,2,.5,M<9a>nchengladbackh,Team 4
"Imm w/ Hijab, Conservative Att",1,2,.5,M<9a>nchengladbackh,Team 4
"Imm w/ Hijab, Neutral Att",1,1,0,M<9a>nchengladbackh,Team 4
Imm w/o Hijab,1,1,0,M<9a>nchengladbackh,Team 4
"Imm w/ Hijab, Conservative Att",0,5,.2,M<9a>nchengladbackh,Team 4
Imm w/o Hijab,1,2,.5,M<9a>nchengladbackh,Team 4
German,0,2,0,M<9a>nchengladbackh,Team 4
Imm w/o Hijab,1,3,.66666669,M<9a>nchengladbackh,Team 4
Imm w/o Hijab,1,2,0,M<9a>nchengladbackh,Team 4
German,1,3,1,M<9a>nchengladbackh,Team 4
"Imm w/ Hijab, Progressive Att",1,2,.5,M<9a>nchengladbackh,Team 4
Imm w/o Hijab,0,2,.5,M<9a>nchengladbackh,Team 4
Imm w/o Hijab,1,2,.5,M<9a>nchengladbackh,Team 4
"Imm w/ Hijab, Neutral Att",1,1,1,M<9a>nchengladbackh,Team 4
Imm w/o Hijab,1,2,1,M<9a>nchengladbackh,Team 4
"Imm w/ Hijab, Progressive Att",1,2,.5,Leipzig,Team 6
Imm w/o Hijab,0,3,0,Leipzig,Team 6
Imm w/o Hijab,1,1,1,Leipzig,Team 6
Imm w/o Hijab,1,3,1,Leipzig,Team 6
Imm w/o Hijab,1,3,.66666669,Leipzig,Team 6
German,0,4,0,Leipzig,Team 6
"Imm w/ Hijab, Progressive Att",1,3,.66666669,Leipzig,Team 6
Imm w/o Hijab,1,2,1,Leipzig,Team 6
German,1,3,.66666669,Leipzig,Team 6
"Imm w/ Hijab, Progressive Att",0,5,.2,Leipzig,Team 6
German,0,3,.33333334,Leipzig,Team 6
Imm w/o Hijab,1,2,.5,Leipzig,Team 6
German,1,2,1,Leipzig,Team 6
Imm w/o Hijab,0,1,0,Leipzig,Team 6
German,1,1,1,Leipzig,Team 6
Imm w/o Hijab,1,1,1,Leipzig,Team 6
"Imm w/ Hijab, Neutral Att",1,3,1,Leipzig,Team 6
Imm w/o Hijab,1,3,.66666669,Leipzig,Team 6
Imm w/o Hijab,1,1,0,Leipzig,Team 6
Imm w/o Hijab,1,5,.80000001,Leipzig,Team 6
Imm w/o Hijab,1,1,1,Leipzig,Team 6
Imm w/o Hijab,1,3,.66666669,Leipzig,Team 6
"Imm w/ Hijab, Progressive Att",1,1,0,Leipzig,Team 6
Imm w/o Hijab,0,1,0,Leipzig,Team 6
Imm w/o Hijab,1,3,1,Leipzig,Team 6
Imm w/o Hijab,1,2,.5,Leipzig,Team 6
German,1,2,1,Leipzig,Team 6
German,0,3,.66666669,Leipzig,Team 6
Imm w/o Hijab,1,4,.5,Leipzig,Team 6
Imm w/o Hijab,0,4,1,Leipzig,Team 6
"Imm w/ Hijab, Conservative Att",0,4,.5,Leipzig,Team 6
"Imm w/ Hijab, Progressive Att",1,2,1,Leipzig,Team 6
Imm w/o Hijab,1,2,1,Leipzig,Team 6
Imm w/o Hijab,0,3,.66666669,Leipzig,Team 6
German,0,2,.5,Zwickau,Team 6
Imm w/o Hijab,1,2,.5,Zwickau,Team 6
German,1,3,.33333334,Zwickau,Team 6
German,0,1,0,Zwickau,Team 6
German,1,1,0,Zwickau,Team 6
German,1,2,.5,Zwickau,Team 6
"Imm w/ Hijab, Neutral Att",0,2,.5,Zwickau,Team 6
"Imm w/ Hijab, Neutral Att",1,1,0,Zwickau,Team 6
"Imm w/ Hijab, Progressive Att",1,1,1,Zwickau,Team 6
Imm w/o Hijab,0,1,1,Zwickau,Team 6
"Imm w/ Hijab, Conservative Att",1,1,1,Zwickau,Team 6
German,1,1,0,Zwickau,Team 6
"Imm w/ Hijab, Conservative Att",1,2,.5,Zwickau,Team 6
Imm w/o Hijab,1,1,0,Zwickau,Team 6
"Imm w/ Hijab, Neutral Att",1,1,1,Zwickau,Team 6
"Imm w/ Hijab, Progressive Att",1,1,1,Zwickau,Team 6
German,0,1,0,Zwickau,Team 6
"Imm w/ Hijab, Neutral Att",0,1,0,Zwickau,Team 6
German,1,2,1,Zwickau,Team 6
German,1,1,1,Zwickau,Team 6
Imm w/o Hijab,1,1,1,Zwickau,Team 6
Imm w/o Hijab,0,1,0,Zwickau,Team 6
Imm w/o Hijab,0,1,1,Zwickau,Team 6
German,1,1,1,Zwickau,Team 6
German,1,3,0,Zwickau,Team 6
German,1,4,.5,Zwickau,Team 6
German,1,2,0,Zwickau,Team 6
Imm w/o Hijab,0,1,1,Zwickau,Team 6
Imm w/o Hijab,1,1,1,Zwickau,Team 6
Imm w/o Hijab,1,2,1,Zwickau,Team 6
Imm w/o Hijab,1,1,0,Zwickau,Team 6
Imm w/o Hijab,0,1,1,Zwickau,Team 6
Imm w/o Hijab,1,1,1,Zwickau,Team 6
Imm w/o Hijab,0,1,1,Zwickau,Team 6
"Imm w/ Hijab, Neutral Att",0,1,1,Zwickau,Team 6
German,0,2,.5,Zwickau,Team 6
"Imm w/ Hijab, Conservative Att",0,1,1,Zwickau,Team 6
"Imm w/ Hijab, Conservative Att",0,2,0,Zwickau,Team 6
Imm w/o Hijab,1,1,1,Zwickau,Team 6
"Imm w/ Hijab, Progressive Att",1,1,0,Zwickau,Team 6
"Imm w/ Hijab, Conservative Att",1,1,0,Zwickau,Team 6
Imm w/o Hijab,1,2,.5,Zwickau,Team 6
German,1,1,0,Chemnitz,Team 6
"Imm w/ Hijab, Progressive Att",0,3,.33333334,Chemnitz,Team 6
Imm w/o Hijab,0,2,.5,Chemnitz,Team 6
Imm w/o Hijab,1,2,.5,Chemnitz,Team 6
German,0,2,.5,Chemnitz,Team 6
German,1,2,1,Chemnitz,Team 6
Imm w/o Hijab,1,4,.5,Chemnitz,Team 6
"Imm w/ Hijab, Conservative Att",1,2,1,Chemnitz,Team 6
German,0,1,1,Chemnitz,Team 6
German,1,1,0,Chemnitz,Team 6
German,1,1,0,Chemnitz,Team 6
German,0,2,0,Chemnitz,Team 6
"Imm w/ Hijab, Conservative Att",1,1,0,Chemnitz,Team 6
German,1,2,0,Chemnitz,Team 6
Imm w/o Hijab,0,1,0,Chemnitz,Team 6
Imm w/o Hijab,0,1,1,Chemnitz,Team 6
Imm w/o Hijab,1,1,0,Chemnitz,Team 6
Imm w/o Hijab,1,1,0,Chemnitz,Team 6
Imm w/o Hijab,0,2,.5,Chemnitz,Team 6
Imm w/o Hijab,1,2,0,Chemnitz,Team 6
"Imm w/ Hijab, Conservative Att",1,1,1,Chemnitz,Team 6
"Imm w/ Hijab, Neutral Att",1,1,1,Chemnitz,Team 6
"Imm w/ Hijab, Progressive Att",1,3,.66666669,Chemnitz,Team 6
Imm w/o Hijab,1,1,0,Chemnitz,Team 6
German,1,1,0,Chemnitz,Team 6
German,1,1,1,Chemnitz,Team 6
Imm w/o Hijab,0,2,.5,Chemnitz,Team 6
German,1,1,1,Chemnitz,Team 6
Imm w/o Hijab,0,2,.5,Chemnitz,Team 6
"Imm w/ Hijab, Conservative Att",1,1,0,Chemnitz,Team 6
"Imm w/ Hijab, Conservative Att",1,2,.5,Chemnitz,Team 6
German,1,1,0,Chemnitz,Team 6
German,1,1,0,Chemnitz,Team 6
Imm w/o Hijab,1,1,0,Chemnitz,Team 6
German,1,1,0,Chemnitz,Team 6
German,1,1,0,Chemnitz,Team 6
Imm w/o Hijab,1,1,1,Chemnitz,Team 6
"Imm w/ Hijab, Conservative Att",1,1,0,Chemnitz,Team 6
Imm w/o Hijab,1,1,1,Chemnitz,Team 6
Imm w/o Hijab,1,2,1,Chemnitz,Team 6
German,1,1,1,Chemnitz,Team 6
Imm w/o Hijab,0,2,1,Chemnitz,Team 6
"Imm w/ Hijab, Progressive Att",1,1,1,Chemnitz,Team 6
"Imm w/ Hijab, Neutral Att",1,2,.5,Chemnitz,Team 6
Imm w/o Hijab,0,3,.33333334,Chemnitz,Team 6
Imm w/o Hijab,1,2,.5,Chemnitz,Team 6
"Imm w/ Hijab, Conservative Att",1,3,.33333334,Chemnitz,Team 6
German,1,2,.5,Leipzig,Team 6
Imm w/o Hijab,1,2,1,Leipzig,Team 6
Imm w/o Hijab,0,3,.33333334,Leipzig,Team 6
Imm w/o Hijab,1,2,.5,Leipzig,Team 6
Imm w/o Hijab,1,3,.33333334,Leipzig,Team 6
"Imm w/ Hijab, Neutral Att",0,1,1,Leipzig,Team 6
German,1,3,.66666669,Leipzig,Team 6
Imm w/o Hijab,1,3,.33333334,Leipzig,Team 6
"Imm w/ Hijab, Neutral Att",0,2,.5,Leipzig,Team 6
German,1,2,.5,Leipzig,Team 6
Imm w/o Hijab,1,3,1,Leipzig,Team 6
Imm w/o Hijab,0,1,0,Leipzig,Team 6
"Imm w/ Hijab, Conservative Att",0,2,.5,Leipzig,Team 6
"Imm w/ Hijab, Neutral Att",1,1,1,Leipzig,Team 6
German,1,1,0,Leipzig,Team 6
"Imm w/ Hijab, Progressive Att",1,3,.66666669,Leipzig,Team 6
"Imm w/ Hijab, Progressive Att",1,4,.75,Leipzig,Team 6
"Imm w/ Hijab, Neutral Att",1,2,1,Leipzig,Team 6
Imm w/o Hijab,1,3,1,Leipzig,Team 6
German,1,1,0,Leipzig,Team 6
Imm w/o Hijab,1,1,0,Leipzig,Team 6
"Imm w/ Hijab, Progressive Att",1,1,2,Leipzig,Team 6
"Imm w/ Hijab, Neutral Att",1,1,0,Leipzig,Team 6
German,0,1,1,Leipzig,Team 6
"Imm w/ Hijab, Neutral Att",0,3,.33333334,Leipzig,Team 6
Imm w/o Hijab,1,3,.33333334,Leipzig,Team 6
German,1,1,1,Leipzig,Team 6
Imm w/o Hijab,1,1,0,Leipzig,Team 6
"Imm w/ Hijab, Conservative Att",0,3,0,Leipzig,Team 6
Imm w/o Hijab,1,2,1,Leipzig,Team 6
Imm w/o Hijab,1,3,0,Leipzig,Team 6
German,0,2,1,Leipzig,Team 6
German,1,5,.40000001,Leipzig,Team 6
Imm w/o Hijab,1,4,.75,Leipzig,Team 6
"Imm w/ Hijab, Conservative Att",1,1,0,Leipzig,Team 6
German,1,2,.5,Leipzig,Team 6
German,1,2,.5,Leipzig,Team 6
"Imm w/ Hijab, Progressive Att",1,2,.5,Leipzig,Team 6
Imm w/o Hijab,1,2,.5,Leipzig,Team 6
German,1,1,0,Leipzig,Team 6
German,1,2,0,Leipzig,Team 6
German,1,4,.75,Leipzig,Team 6
German,0,2,.5,Leipzig,Team 6
Imm w/o Hijab,0,1,0,Leipzig,Team 6
"Imm w/ Hijab, Neutral Att",0,2,1,Chemnitz,Team 6
"Imm w/ Hijab, Progressive Att",1,2,.5,Chemnitz,Team 6
German,1,1,0,Chemnitz,Team 6
German,1,1,0,Chemnitz,Team 6
Imm w/o Hijab,1,3,.66666669,Chemnitz,Team 6
"Imm w/ Hijab, Neutral Att",1,5,.60000002,Chemnitz,Team 6
German,0,2,.5,Chemnitz,Team 6
Imm w/o Hijab,0,2,1,Chemnitz,Team 6
"Imm w/ Hijab, Progressive Att",1,2,.5,Chemnitz,Team 6
Imm w/o Hijab,1,4,.5,Chemnitz,Team 6
German,1,2,.5,Chemnitz,Team 6
Imm w/o Hijab,0,1,1,Chemnitz,Team 6
Imm w/o Hijab,0,1,1,Chemnitz,Team 6
German,1,1,1,Chemnitz,Team 6
"Imm w/ Hijab, Progressive Att",1,1,1,Chemnitz,Team 6
Imm w/o Hijab,1,2,.5,Chemnitz,Team 6
Imm w/o Hijab,1,3,.33333334,Chemnitz,Team 6
Imm w/o Hijab,1,2,0,Chemnitz,Team 6
Imm w/o Hijab,0,1,1,Chemnitz,Team 6
Imm w/o Hijab,0,3,.66666669,Chemnitz,Team 6
Imm w/o Hijab,1,2,.5,Chemnitz,Team 6
Imm w/o Hijab,0,1,0,Chemnitz,Team 6
Imm w/o Hijab,0,1,1,Chemnitz,Team 6
"Imm w/ Hijab, Neutral Att",0,2,.5,Chemnitz,Team 6
German,0,3,.33333334,Chemnitz,Team 6
Imm w/o Hijab,1,2,.5,Chemnitz,Team 6
Imm w/o Hijab,1,1,0,Chemnitz,Team 6
"Imm w/ Hijab, Neutral Att",0,2,.5,Chemnitz,Team 6
Imm w/o Hijab,1,1,0,Chemnitz,Team 6
Imm w/o Hijab,1,5,0,Chemnitz,Team 6
"Imm w/ Hijab, Neutral Att",1,3,.33333334,Chemnitz,Team 6
German,0,1,0,Chemnitz,Team 6
German,1,1,1,Chemnitz,Team 6
German,1,3,.66666669,Chemnitz,Team 6
Imm w/o Hijab,1,1,0,Chemnitz,Team 6
Imm w/o Hijab,1,2,.5,Chemnitz,Team 6
German,1,2,0,Chemnitz,Team 6
Imm w/o Hijab,1,3,.66666669,Leipzig,Team 6
Imm w/o Hijab,1,2,.5,Leipzig,Team 6
German,1,1,1,Leipzig,Team 6
"Imm w/ Hijab, Progressive Att",1,4,.75,Leipzig,Team 6
Imm w/o Hijab,1,2,.5,Leipzig,Team 6
"Imm w/ Hijab, Conservative Att",1,2,.5,Leipzig,Team 6
Imm w/o Hijab,1,3,.66666669,Leipzig,Team 6
Imm w/o Hijab,1,4,.75,Leipzig,Team 6
Imm w/o Hijab,1,2,1,Leipzig,Team 6
"Imm w/ Hijab, Neutral Att",1,2,.5,Leipzig,Team 6
"Imm w/ Hijab, Conservative Att",0,1,0,Leipzig,Team 6
German,1,1,1,Leipzig,Team 6
Imm w/o Hijab,0,1,1,Leipzig,Team 6
"Imm w/ Hijab, Conservative Att",1,1,0,Leipzig,Team 6
"Imm w/ Hijab, Progressive Att",0,4,1,Leipzig,Team 6
German,0,4,.75,Leipzig,Team 6
Imm w/o Hijab,1,3,.66666669,Leipzig,Team 6
Imm w/o Hijab,1,2,.5,Leipzig,Team 6
German,1,3,.33333334,Leipzig,Team 6
German,1,3,.33333334,Leipzig,Team 6
Imm w/o Hijab,1,2,.5,Leipzig,Team 6
German,1,1,1,Leipzig,Team 6
German,0,2,.5,Leipzig,Team 6
Imm w/o Hijab,1,1,1,Leipzig,Team 6
Imm w/o Hijab,0,2,0,Leipzig,Team 6
Imm w/o Hijab,0,2,.5,Leipzig,Team 6
German,1,1,1,Leipzig,Team 6
Imm w/o Hijab,1,1,1,Leipzig,Team 6
"Imm w/ Hijab, Progressive Att",1,1,1,Leipzig,Team 6
Imm w/o Hijab,0,2,.5,Leipzig,Team 6
Imm w/o Hijab,1,3,0,Leipzig,Team 6
Imm w/o Hijab,0,1,0,Leipzig,Team 6
German,1,2,.5,Leipzig,Team 6
"Imm w/ Hijab, Conservative Att",0,2,.5,Leipzig,Team 6
German,0,1,1,Leipzig,Team 6
Imm w/o Hijab,1,4,.5,Leipzig,Team 6
"Imm w/ Hijab, Neutral Att",1,1,0,Leipzig,Team 6
Imm w/o Hijab,1,2,.5,Leipzig,Team 6
Imm w/o Hijab,0,2,1,Dresden,Team 6
German,0,2,.5,Dresden,Team 6
"Imm w/ Hijab, Conservative Att",0,3,.33333334,Dresden,Team 6
German,1,1,0,Dresden,Team 6
"Imm w/ Hijab, Conservative Att",1,1,1,Dresden,Team 6
Imm w/o Hijab,0,4,.75,Dresden,Team 6
Imm w/o Hijab,1,1,0,Dresden,Team 6
Imm w/o Hijab,1,3,.33333334,Dresden,Team 6
Imm w/o Hijab,1,1,1,Dresden,Team 6
German,1,2,.5,Dresden,Team 6
German,1,1,1,Dresden,Team 6
"Imm w/ Hijab, Progressive Att",1,3,.66666669,Dresden,Team 6
German,1,2,.5,Dresden,Team 6
"Imm w/ Hijab, Conservative Att",0,1,0,Dresden,Team 6
Imm w/o Hijab,0,5,.40000001,Dresden,Team 6
"Imm w/ Hijab, Progressive Att",1,2,.5,Dresden,Team 6
"Imm w/ Hijab, Progressive Att",1,2,.5,Dresden,Team 6
Imm w/o Hijab,1,2,1,Dresden,Team 6
"Imm w/ Hijab, Neutral Att",0,2,.5,Dresden,Team 6
"Imm w/ Hijab, Conservative Att",1,1,0,Dresden,Team 6
Imm w/o Hijab,1,2,0,Dresden,Team 6
Imm w/o Hijab,1,2,.5,Dresden,Team 6
German,1,3,1,Dresden,Team 6
German,1,4,1,Dresden,Team 6
German,1,2,.5,Dresden,Team 6
Imm w/o Hijab,0,2,0,Dresden,Team 6
Imm w/o Hijab,1,1,0,Dresden,Team 6
German,0,1,1,Dresden,Team 6
Imm w/o Hijab,1,1,0,Dresden,Team 6
German,0,1,1,Dresden,Team 6
German,1,2,1,Dresden,Team 6
German,1,2,.5,Dresden,Team 6
"Imm w/ Hijab, Progressive Att",0,2,0,Dresden,Team 6
"Imm w/ Hijab, Neutral Att",1,2,1,Dresden,Team 6
Imm w/o Hijab,1,1,1,Dresden,Team 6
German,1,2,.5,Dresden,Team 6
German,1,2,1,Dresden,Team 6
Imm w/o Hijab,0,1,0,Dresden,Team 6
Imm w/o Hijab,0,2,1,Dresden,Team 6
Imm w/o Hijab,1,2,.5,Dresden,Team 6
Imm w/o Hijab,0,2,.5,Dresden,Team 6
German,1,4,.5,Dresden,Team 6
German,1,1,0,Dresden,Team 6
Imm w/o Hijab,1,2,.5,Dresden,Team 6
"Imm w/ Hijab, Neutral Att",1,4,.25,Dresden,Team 6
Imm w/o Hijab,0,2,1,Dresden,Team 6
German,1,1,0,Dresden,Team 6
German,1,1,0,Dresden,Team 6
Imm w/o Hijab,1,2,.5,Dresden,Team 6
German,1,2,1,Dresden,Team 6
Imm w/o Hijab,1,5,.60000002,Dresden,Team 6
German,1,2,.5,Chemnitz,Team 6
Imm w/o Hijab,1,3,.66666669,Chemnitz,Team 6
"Imm w/ Hijab, Neutral Att",0,3,.33333334,Chemnitz,Team 6
German,1,1,0,Chemnitz,Team 6
Imm w/o Hijab,1,1,0,Chemnitz,Team 6
"Imm w/ Hijab, Conservative Att",1,2,1,Chemnitz,Team 6
Imm w/o Hijab,1,1,1,Chemnitz,Team 6
Imm w/o Hijab,0,2,1,Chemnitz,Team 6
German,0,2,.5,Chemnitz,Team 6
Imm w/o Hijab,1,2,.5,Chemnitz,Team 6
Imm w/o Hijab,0,2,.5,Chemnitz,Team 6
Imm w/o Hijab,1,1,0,Chemnitz,Team 6
"Imm w/ Hijab, Neutral Att",1,1,0,Chemnitz,Team 6
Imm w/o Hijab,1,2,1,Chemnitz,Team 6
German,1,1,0,Chemnitz,Team 6
"Imm w/ Hijab, Progressive Att",1,1,1,Chemnitz,Team 6
Imm w/o Hijab,1,2,.5,Zwickau,Team 6
Imm w/o Hijab,1,3,.33333334,Zwickau,Team 6
"Imm w/ Hijab, Neutral Att",0,1,0,Zwickau,Team 6
Imm w/o Hijab,0,3,.33333334,Zwickau,Team 6
Imm w/o Hijab,1,2,.5,Zwickau,Team 6
German,1,2,.5,Zwickau,Team 6
German,1,1,0,Zwickau,Team 6
